row_id,timestamp,station_id,wl_t,wl_t_minus_1h,wl_t_minus_3h,wl_t_minus_6h,wl_t_minus_12h,wl_t_minus_24h,imerg_rain_1h,imerg_rain_6h,imerg_rain_24h,sfc_rain_1h,sfc_rain_6h,sfc_rain_24h,radar_reflectivity_mean,radar_reflectivity_p95,radar_reflectivity_ge20_fraction,cat_area,wsarea,mean_elevation,mean_slope,urban_ratio,forest_ratio,stream_order,target_maxrise_6h
1018693_2018030421,2018-03-04 21:00,1018693,0.46,0.45,0.46,0.47,0.43,0.46,13.39,30.114,30.153,3,4.5,6,34.634,36.925,1,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.3
1018695_2018030419,2018-03-04 19:00,1018695,0.12,0.12,0.13,0.13,0.06,0.12,5.319,5.388,5.388,0,0,1.5,10.804,12.63,0,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.57
1018695_2018030420,2018-03-04 20:00,1018695,0.12,0.12,0.12,0.13,0.06,0.11,11.375,16.763,16.763,1.5,1.5,3,28.781,34.48,1,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.57
1018695_2018030421,2018-03-04 21:00,1018695,0.15,0.12,0.12,0.14,0.06,0.11,13.39,30.114,30.153,3,4.5,6,34.634,36.925,1,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.54
1018697_2018030420,2018-03-04 20:00,1018697,0.88,0.88,0.85,0.85,0.9,0.87,10.516,15.874,15.874,0.5,0.5,2,29.817,34.58,1,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.34
1018697_2018030421,2018-03-04 21:00,1018697,0.89,0.88,0.87,0.85,0.9,0.88,12.58,28.438,28.454,2,2.5,4,34.397,36.45,1,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.39
1018697_2018030422,2018-03-04 22:00,1018697,0.89,0.89,0.88,0.85,0.89,0.89,9.98,38.418,38.434,5.5,8,9.5,32.844,35.76,1,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.44
1019620_2018030419,2018-03-04 19:00,1019620,0.69,0.7,0.73,0.74,0.71,0.68,6.13,6.234,6.234,0,0,1.5,9.458,11.72,0.0059,11.8928,14.9987,38.11,5.7671,63.7535,18.7559,1.2222,0.56
1019620_2018030420,2018-03-04 20:00,1019620,0.67,0.69,0.71,0.74,0.67,0.66,9.203,15.438,15.438,1.5,1.5,3,30.321,34.52,1,11.8928,14.9987,38.11,5.7671,63.7535,18.7559,1.2222,0.62
1019620_2018030421,2018-03-04 21:00,1019620,0.67,0.67,0.7,0.73,0.64,0.67,12.78,28.174,28.218,2.5,4,5.5,36.414,39.11,1,11.8928,14.9987,38.11,5.7671,63.7535,18.7559,1.2222,0.63
1019630_2017082116,2017-08-21 16:00,1019630,3.1,3.19,3.41,3.94,3.09,2.84,0,0,8.724,0,0,17,0,0,0,6.3372,5313.2758,22.4,4.7032,39.3891,14.661,2.4783,0.84
1019630_2018090406,2018-09-04 6:00,1019630,2.79,2.76,2.77,2.58,2.58,2.51,0,0,25.951,0,0,26,0,0,0,6.3372,5313.2758,22.4,4.7032,39.3891,14.661,2.4783,0.38
1019630_2018090407,2018-09-04 7:00,1019630,2.78,2.79,2.76,2.86,2.59,2.47,0,0,25.951,0,0,26,0,0,0,6.3372,5313.2758,22.4,4.7032,39.3891,14.661,2.4783,0.46
1019675_2018031910,2018-03-19 10:00,1019675,3.29,3.9,1.82,0.54,3.09,2.74,0,0,0.994,0,0,3,0,0,0,4.2212,5673.2382,15.35,3.3669,33.8443,4.7843,2.5263,-0.78
1019675_2018090405,2018-09-04 5:00,1019675,2.07,2.38,3.2,2.85,1.74,1.78,0,0,20.59,0,0,0,0,0,0,4.2212,5673.2382,15.35,3.3669,33.8443,4.7843,2.5263,0.35
1019675_2018090406,2018-09-04 6:00,1019675,1.86,2.07,2.77,3.56,1.57,1.56,0,0,20.551,0,0,0,0,0,0,4.2212,5673.2382,15.35,3.3669,33.8443,4.7843,2.5263,1.2
1022668_2018042301,2018-04-23 1:00,1022668,1.33,1.33,1.33,1.33,1.33,1.33,0.469,10.12,32.24,3.4,10.3,11.9,27.834,32.06,0.9902,3.455,73.6366,197.91,14.4688,19.3581,70.1813,2,0.4
1022668_2018042302,2018-04-23 2:00,1022668,1.35,1.33,1.33,1.33,1.33,1.33,0.08,7.162,32.32,4,13.2,15.9,19.191,24.051,0.3789,3.455,73.6366,197.91,14.4688,19.3581,70.1813,2,0.51
1022668_2018042303,2018-04-23 3:00,1022668,1.37,1.35,1.33,1.33,1.33,1.33,0.47,5.402,32.79,1.5,14,17.4,19.474,25.41,0.4307,3.455,73.6366,197.91,14.4688,19.3581,70.1813,2,0.65
1022670_2018042304,2018-04-23 4:00,1022670,1,0.98,0.96,0.95,0.96,0.97,1.368,4.647,33.732,0,11.5,14.5,24.827,30.93,0.876,3.455,73.6366,197.91,14.4688,19.3581,70.1813,2,0.43
1022670_2018042305,2018-04-23 5:00,1022670,1.04,1,0.98,0.95,0.95,0.97,2.3,5.571,36.032,4,14,18.5,25.326,30.73,0.9248,3.455,73.6366,197.91,14.4688,19.3581,70.1813,2,0.64
1022670_2018042306,2018-04-23 6:00,1022670,1.08,1.04,0.98,0.95,0.95,0.97,1.71,6.482,37.742,2.5,14.5,21,23.114,27.87,0.8115,3.455,73.6366,197.91,14.4688,19.3581,70.1813,2,0.76
1023660_2017072209,2017-07-22 9:00,1023660,0.11,0.11,0.11,0.11,0.11,0.13,3.224,41.091,51.386,1.5,5,5,13.137,19.176,0.0215,3.8676,2035.5611,111.05,11.3702,6.4134,58.1617,2.5,0.34
1023670_2017073106,2017-07-31 6:00,1023670,0.35,0.55,1.12,1.42,0.44,0.38,0,0,0,0,0,0,0,0,0,5.8822,3928.0214,37.57,6.9943,2.8694,47.6542,3.25,0.82
1023670_2017073107,2017-07-31 7:00,1023670,0.2,0.35,0.82,1.74,0.28,0.25,0,0,0,0,0,0,0,0,0,5.8822,3928.0214,37.57,6.9943,2.8694,47.6542,3.25,1.43
1023670_2017082420,2017-08-24 20:00,1023670,4.39,3.56,3,2.87,4.19,3.71,0,0,16.23,0,0,46.5,0,0,0,5.8822,3928.0214,37.57,6.9943,2.8694,47.6542,3.25,1.12
1023680_2017082420,2017-08-24 20:00,1023680,2.54,2.42,2.42,2.34,2.44,2.44,0,0,16.812,0,0,46.5,0,0,0,5.6342,44.2851,71.77,9.5229,18.3472,49.3544,1.7368,1.35
1023680_2018092916,2018-09-29 16:00,1023680,0.67,0.68,0.76,1.24,0.69,0.67,0,0,0,0,0,0,0,0,0,5.6342,44.2851,71.77,9.5229,18.3472,49.3544,1.7368,0.64
1023680_2018092917,2018-09-29 17:00,1023680,0.67,0.67,0.69,1.46,0.68,0.67,0,0,0,0,0,0,0,0,0,5.6342,44.2851,71.77,9.5229,18.3472,49.3544,1.7368,1.27
1101695_2017081511,2017-08-15 11:00,1101695,2.9,2.86,2.81,2.73,2.6,2.82,0,0,16.453,0,0,46.5,0,0,0,6.511,515.2043,28.46,5.1067,14.6533,17.4404,2.3333,-0.52
1101696_2017081511,2017-08-15 11:00,1101696,2.66,3.25,2.94,-1.33,2.56,1.97,0,0,16.453,0,0,46.5,0,0,0,6.511,515.2043,28.46,5.1067,14.6533,17.4404,2.3333,-1.49
1101696_2018090407,2018-09-04 7:00,1101696,0.4,-0.43,-1.35,1.25,0.92,1.78,0,0,18.562,0,0,29,0,0,0,6.511,515.2043,28.46,5.1067,14.6533,17.4404,2.3333,2.07
1101696_2018092915,2018-09-29 15:00,1101696,-2.48,-2.38,-2.38,2.4,-1.59,-1.16,0,0,0,0,0,0,0,0,0,6.511,515.2043,28.46,5.1067,14.6533,17.4404,2.3333,7.07
1201620_2017082113,2017-08-21 13:00,1201620,-2.9,-2.56,-1.19,2.02,-2.57,-2.2,0,0,22.258,0,0,37.5,0,0,0,4.0232,6.3167,48.23,7.5917,8.9881,34.266,1.303,5.53
1201620_2017082420,2017-08-24 20:00,1201620,3.06,2.65,-0.9,-2.49,3.54,2.55,0,0,11.641,0,0,17,0,0,0,4.0232,6.3167,48.23,7.5917,8.9881,34.266,1.303,-0.85
1201620_2018050704,2018-05-07 4:00,1201620,-3.39,-2.87,-1.53,0.67,-2.86,-3.5,0,0,11.738,0,0,17.5,0,0,0,4.0232,6.3167,48.23,7.5917,8.9881,34.266,1.303,4.7
2002692_2018041023,2018-04-10 23:00,2002692,1.9,1.89,1.89,1.9,1.89,1.77,0,0,0,0,0,0,0,0,0,3.5744,424.6014,202.83,15.293,6.6143,78.2551,2.0833,1.08
2003610_2018051710,2018-05-17 10:00,2003610,0.71,0.72,0.72,0.72,0.72,0.67,0,0,0.012,0,0,0,0,0,0,3.9107,1465.2141,149.9,11.5914,3.3996,63.5325,2.8077,0.45
2003610_2018051711,2018-05-17 11:00,2003610,0.71,0.71,0.72,0.72,0.72,0.67,0,0,0.012,0,0,0,0,0,0,3.9107,1465.2141,149.9,11.5914,3.3996,63.5325,2.8077,0.57
2003610_2018051712,2018-05-17 12:00,2003610,0.71,0.71,0.72,0.72,0.72,0.67,0,0,0.012,0,0,0,0,0,0,3.9107,1465.2141,149.9,11.5914,3.3996,63.5325,2.8077,0.69
2014651_2018102312,2018-10-23 12:00,2014651,9.18,9.2,9.25,9.34,9.48,9.27,0,0,0.75,0,0,0,0,0,0,3.109,3286.4255,99.07,14.5105,4.9654,72.2369,2.2,0.29
2014699_2018071021,2018-07-10 21:00,2014699,4.94,4.91,4.9,5.17,5.16,5.1,0,0,0.006,0,0,0,0,0,0,3.1744,277.3629,93.04,11.9442,3.2686,56.9197,2.1429,0.35
2014699_2018071022,2018-07-10 22:00,2014699,4.89,4.94,4.86,5.17,5.16,5.12,0,0,0.006,0,0,0,0,0,0,3.1744,277.3629,93.04,11.9442,3.2686,56.9197,2.1429,0.4
2017620_2018071021,2018-07-10 21:00,2017620,-0.78,-0.72,-0.73,-0.53,-0.55,-0.59,0,0,0.006,0,0,0,0,0,0,3.2886,1777.5891,96.41,11.7689,3.1975,68.7444,2.1591,0.32
2018692_2017072305,2017-07-23 5:00,2018692,0.61,0.51,1.11,2.78,0.67,0.99,0,0,0.145,0,0,0,0,0,0,3.1904,11.2852,57.83,13.1918,0.3455,87.3244,1.4444,1.94
2018692_2017082001,2017-08-20 1:00,2018692,1.28,1.82,2.69,2.56,0.54,0.87,0,0,0.017,0,0,0,0,0,0,3.1904,11.2852,57.83,13.1918,0.3455,87.3244,1.4444,0.85
2018692_2017082412,2017-08-24 12:00,2018692,2.75,2.89,1.99,0.5,3.07,2.64,0,0,0,0,0,0,0,0,0,3.1904,11.2852,57.83,13.1918,0.3455,87.3244,1.4444,-0.3
2019635_2017082415,2017-08-24 15:00,2019635,1.79,1.8,1.83,1.88,2.01,2.04,0,0,0.006,0,0,0,0,0,0,3.8218,585.5527,79.45,11.9026,8.4597,68.019,2.0698,0.41
2019640_2017082819,2017-08-28 19:00,2019640,0.32,0.31,0.33,0.43,0.68,0.45,0,0,0,0,0,0,0,0,0,3.8218,585.5527,79.45,11.9026,8.4597,68.019,2.0698,0.44
2019640_2017082820,2017-08-28 20:00,2019640,0.4,0.32,0.31,0.39,0.66,0.45,0,0,0,0,0,0,0,0,0,3.8218,585.5527,79.45,11.9026,8.4597,68.019,2.0698,0.37
2019653_2018082108,2018-08-21 8:00,2019653,2.37,2.37,2.35,2.28,2.34,2.33,0,0,0,0,0,0,0,0,0,2.9247,18.924,147.52,15.624,4.5016,73.1378,1.7179,0.42
